seed,profile,ants_requested,pre_days,post_days,adaptation_days,phase,food_x,food_y,phase_food_trips,phase_food_collected,day,model_version,calibration_status,px_per_cm,arena_width_cm,arena_height_cm,nest_radius_cm,sim_day_seconds,random_state,species,speed,ant_count_target,pheromone_strength,diffusion_rate,evaporation_rate,sense_threshold,temperature,humidity,resource_pressure,threat_pressure,hunger_pressure,brood_demand,soldier_ratio,ants,queens,role_worker,role_nurse,role_soldier,eggs,larvae,pupae,brood_total,dead,nest_corpses,disposed_corpses,food_store,water_store,carrying_food,carrying_water,carrying_corpse,avg_energy,avg_hydration,avg_turn_noise,avg_base_turn_noise,avg_exploration_drive,avg_traffic_load,traffic_max_cell,traffic_mean_occupied_cell,traffic_congested_cells,ants_with_food_memory,avg_food_memory_strength,low_noise_ants,high_noise_ants,brood_temp,brood_humidity,brood_stress,food_trips,water_trips,foraging_trips,food_collected,water_collected,food_trip_rate,water_trip_rate,corpse_moves,corpse_move_rate,task_explore,task_food,task_water,task_brood,task_corpse,task_patrol,task_defense,state_exploring,state_following_food_trail,state_following_water_trail,state_carrying_food,state_carrying_water,state_brood_care,state_corpse_cleanup,state_carrying_corpse,state_returning_to_recover,state_patrolling,state_traffic_detour,state_checking_known_food_site,food_pheromone,water_pheromone,nest_pheromone,alarm_pheromone,death_pheromone,avoid_pheromone
1,low,240,4,4,0.5,initial_food,960,180,76,360,4,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,3214550605,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,157,47,36,0,0,0,0,0,0,0,362,1948,34,0,0,89,90,0.0238,0.018,0.179,0.284,11,1.9,4,48,0.553,209,0,25.9,59.2,0.24,76,0,76,360,0,19,0,0,0,185,19,0,0,0,36,0,35,127,0,34,0,0,0,0,0,36,0,0,52341,0,20296,0,0,0
1,low,240,4,4,0.5,relocated_early,220,620,21,109,4.5,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,2393626801,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,157,47,36,1,0,0,1,0,0,0,467,1943,14,0,0,89,91,0.0259,0.018,0.224,0.292,11,1.95,4,22,0.492,193,0,25.9,59,0.25,97,0,97,469,0,21.556,0,0,0,195,9,0,0,0,36,0,23,167,0,14,0,0,0,0,0,36,0,0,41509,0,21511,0,0,0
1,low,240,4,4,0.5,relocated_late,220,620,55,294,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,382029220,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,157,47,36,0,1,0,1,0,0,0,748,1922,54,0,0,88,90,0.0212,0.018,0.124,0.239,12,1.67,4,61,0.617,229,0,26,58.2,0.27,152,0,152,763,0,19,0,0,0,203,1,0,0,0,36,0,68,78,0,54,0,0,0,0,0,36,0,0,43184,0,25709,0,0,0
1,low,240,4,4,0.5,relocated_total,220,620,76,403,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,382029220,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,157,47,36,0,1,0,1,0,0,0,748,1922,54,0,0,88,90,0.0212,0.018,0.124,0.239,12,1.67,4,61,0.617,229,0,26,58.2,0.27,152,0,152,763,0,19,0,0,0,203,1,0,0,0,36,0,68,78,0,54,0,0,0,0,0,36,0,0,43184,0,25709,0,0,0
2,low,240,4,4,0.5,initial_food,960,180,102,499,4,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,425847542,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,152,51,37,0,0,0,0,0,0,0,509,1952,41,0,0,89,91,0.0268,0.018,0.265,0.423,16,2.05,9,51,0.57,175,0,25.9,59.2,0.24,102,0,102,499,0,25.5,0,0,0,203,0,0,0,0,37,0,45,113,0,41,0,0,0,0,0,37,0,0,32826,0,22733,0,0,0
2,low,240,4,4,0.5,relocated_early,220,620,29,140,4.5,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,4135862282,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,152,51,37,0,1,0,1,0,0,0,646,1946,14,0,0,90,91,0.0258,0.018,0.222,0.279,17,1.71,4,26,0.514,188,0,25.9,59,0.24,131,0,131,639,0,29.111,0,0,0,203,0,0,0,0,37,0,62,122,0,14,0,0,0,0,0,37,0,2,24824,0,23540,0,0,0
2,low,240,4,4,0.5,relocated_late,220,620,81,399,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,3845320584,lasius,1.4,241,120,100,80,10,26,58,45,25,95,0,12,241,1,153,51,37,0,0,0,0,0,0,0,1030,1923,50,0,0,90,91,0.0255,0.0181,0.236,0.389,13,1.94,7,54,0.622,191,0,26,58.2,0.27,212,0,212,1038,0,26.5,0,0,0,204,0,0,0,0,37,0,60,88,0,50,0,0,0,0,0,37,0,0,32822,0,21590,0,0,0
2,low,240,4,4,0.5,relocated_total,220,620,110,539,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,3845320584,lasius,1.4,241,120,100,80,10,26,58,45,25,95,0,12,241,1,153,51,37,0,0,0,0,0,0,0,1030,1923,50,0,0,90,91,0.0255,0.0181,0.236,0.389,13,1.94,7,54,0.622,191,0,26,58.2,0.27,212,0,212,1038,0,26.5,0,0,0,204,0,0,0,0,37,0,60,88,0,50,0,0,0,0,0,37,0,0,32822,0,21590,0,0,0
3,low,240,4,4,0.5,initial_food,960,180,123,582,4,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,495315834,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,167,44,29,0,0,0,0,0,0,0,592,1945,46,0,0,91,91,0.0269,0.018,0.273,0.458,17,2.12,8,51,0.608,175,0,25.9,59.2,0.24,123,0,123,582,0,30.75,0,0,0,210,1,0,0,0,29,0,41,119,0,46,0,0,0,0,0,29,0,0,34439,0,20361,0,0,0
3,low,240,4,4,0.5,relocated_early,220,620,22,106,4.5,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,3949759579,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,167,44,29,1,0,0,1,0,0,0,694,1940,24,0,0,91,91,0.026,0.018,0.235,0.31,17,1.82,5,36,0.536,193,0,25.9,59,0.25,145,0,145,688,0,32.222,0,0,0,211,0,0,0,0,29,0,70,114,0,24,0,0,0,0,0,29,0,2,27756,0,21570,0,0,0
3,low,240,4,4,0.5,relocated_late,220,620,84,418,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,898395097,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,167,44,29,1,0,0,1,0,0,0,1103,1920,45,0,0,90,91,0.0226,0.018,0.156,0.296,10,1.68,7,53,0.607,212,0,26,58.2,0.27,229,0,229,1106,0,28.625,0,0,0,211,0,0,0,0,29,0,94,70,0,45,0,0,0,0,0,29,0,0,25360,0,27551,0,0,0
3,low,240,4,4,0.5,relocated_total,220,620,106,524,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,898395097,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,167,44,29,1,0,0,1,0,0,0,1103,1920,45,0,0,90,91,0.0226,0.018,0.156,0.296,10,1.68,7,53,0.607,212,0,26,58.2,0.27,229,0,229,1106,0,28.625,0,0,0,211,0,0,0,0,29,0,94,70,0,45,0,0,0,0,0,29,0,0,25360,0,27551,0,0,0
4,low,240,4,4,0.5,initial_food,960,180,89,447,4,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,243974248,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,49,28,0,0,0,0,0,0,0,459,1954,58,0,0,89,91,0.0251,0.018,0.233,0.39,12,2.31,7,76,0.57,208,0,25.9,59.2,0.24,89,0,89,447,0,22.25,0,0,0,200,12,0,0,0,28,0,22,129,0,58,0,0,0,0,0,28,0,0,56293,0,19602,0,0,0
4,low,240,4,4,0.5,relocated_early,220,620,43,217,4.5,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,4264538614,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,49,28,1,0,0,1,0,0,0,672,1947,17,0,0,91,91,0.026,0.018,0.23,0.246,12,1.83,4,31,0.473,192,0,25.9,59,0.25,132,0,132,664,0,29.333,0,0,0,212,0,0,0,0,28,0,27,166,0,17,0,0,0,0,0,28,0,1,41733,0,22445,0,0,0
4,low,240,4,4,0.5,relocated_late,220,620,88,432,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,1038468331,lasius,1.4,241,120,100,80,10,26,58,45,25,95,0,12,241,1,163,49,29,0,0,0,0,0,0,0,1091,1924,55,0,0,91,91,0.0244,0.0182,0.204,0.385,14,1.94,8,62,0.6,200,1,26,58.2,0.27,220,0,220,1096,0,27.5,0,0,0,212,0,0,0,0,29,0,79,77,0,55,0,0,0,0,0,29,0,0,30584,0,25518,0,0,0
4,low,240,4,4,0.5,relocated_total,220,620,131,649,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,1038468331,lasius,1.4,241,120,100,80,10,26,58,45,25,95,0,12,241,1,163,49,29,0,0,0,0,0,0,0,1091,1924,55,0,0,91,91,0.0244,0.0182,0.204,0.385,14,1.94,8,62,0.6,200,1,26,58.2,0.27,220,0,220,1096,0,27.5,0,0,0,212,0,0,0,0,29,0,79,77,0,55,0,0,0,0,0,29,0,0,30584,0,25518,0,0,0
5,low,240,4,4,0.5,initial_food,960,180,78,389,4,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,3524233999,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,158,51,31,0,0,0,0,0,0,0,400,1952,42,0,0,89,90,0.0255,0.018,0.231,0.351,20,2,5,47,0.62,199,0,25.9,59.2,0.24,78,0,78,389,0,19.5,0,0,0,206,3,0,0,0,31,0,36,126,0,42,0,0,0,0,0,31,0,0,40547,0,21936,0,0,0
5,low,240,4,4,0.5,relocated_early,220,620,25,128,4.5,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,3163879481,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,158,51,31,1,0,0,1,0,0,0,524,1945,18,0,0,90,90,0.0253,0.018,0.211,0.259,13,1.68,5,27,0.521,191,0,25.9,59,0.25,103,0,103,517,0,22.889,0,0,0,209,0,0,0,0,31,0,55,135,0,18,0,0,0,0,0,31,0,0,30005,0,23710,0,0,0
5,low,240,4,4,0.5,relocated_late,220,620,121,615,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,565649076,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,158,51,31,0,1,0,1,0,0,0,1125,1921,28,0,0,91,90,0.0248,0.018,0.205,0.327,15,1.76,7,47,0.508,201,0,26,58.2,0.27,224,0,224,1132,0,28,0,0,0,209,0,0,0,0,31,0,60,117,0,28,0,0,0,0,0,31,0,0,36935,0,23043,0,0,0
5,low,240,4,4,0.5,relocated_total,220,620,146,743,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,565649076,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,158,51,31,0,1,0,1,0,0,0,1125,1921,28,0,0,91,90,0.0248,0.018,0.205,0.327,15,1.76,7,47,0.508,201,0,26,58.2,0.27,224,0,224,1132,0,28,0,0,0,209,0,0,0,0,31,0,60,117,0,28,0,0,0,0,0,31,0,0,36935,0,23043,0,0,0
6,low,240,4,4,0.5,initial_food,960,180,58,292,4,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,850809759,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,166,47,27,0,0,0,0,0,0,0,307,1958,64,0,0,86,89,0.0248,0.018,0.227,0.436,16,2.22,10,81,0.599,205,0,25.9,59.2,0.24,58,0,58,292,0,14.5,0,0,0,211,2,0,0,0,27,0,30,116,0,64,0,0,0,0,0,27,0,0,48730,0,21912,0,0,0
6,low,240,4,4,0.5,relocated_early,220,620,35,165,4.5,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,1361794906,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,166,47,27,1,0,0,1,0,0,0,467,1950,30,0,0,88,89,0.0267,0.018,0.256,0.335,15,1.95,6,40,0.586,189,0,25.9,59,0.25,93,0,93,457,0,20.667,0,0,0,213,0,0,0,0,27,0,36,144,0,30,0,0,0,0,0,27,0,2,38329,0,23078,0,0,0
6,low,240,4,4,0.5,relocated_late,220,620,50,245,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,1797175065,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,166,47,27,0,0,1,1,0,0,0,693,1920,71,0,0,87,91,0.0233,0.018,0.191,0.314,11,2,4,78,0.617,216,0,26,58.2,0.27,143,0,143,702,0,17.875,0,0,0,213,0,0,0,0,27,0,37,103,0,71,0,0,0,0,0,27,0,0,50185,0,24114,0,0,0
6,low,240,4,4,0.5,relocated_total,220,620,85,410,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,1797175065,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,166,47,27,0,0,1,1,0,0,0,693,1920,71,0,0,87,91,0.0233,0.018,0.191,0.314,11,2,4,78,0.617,216,0,26,58.2,0.27,143,0,143,702,0,17.875,0,0,0,213,0,0,0,0,27,0,37,103,0,71,0,0,0,0,0,27,0,0,50185,0,24114,0,0,0
7,low,240,4,4,0.5,initial_food,960,180,84,408,4,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,2069935036,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,155,54,31,0,0,0,0,0,0,0,422,1956,68,0,0,88,89,0.023,0.018,0.182,0.343,11,2.07,7,82,0.611,227,0,25.9,59.2,0.24,84,0,84,408,0,21,0,0,0,208,1,0,0,0,31,0,46,92,0,68,0,0,0,0,0,31,0,0,51171,0,21840,0,0,0
7,low,240,4,4,0.5,relocated_early,220,620,41,217,4.5,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,2379897994,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,155,54,31,1,0,0,1,0,0,0,634,1948,28,0,0,89,90,0.0259,0.018,0.234,0.272,10,1.75,6,42,0.576,196,0,25.9,59,0.25,125,0,125,625,0,27.778,0,0,0,209,0,0,0,0,31,0,42,132,0,28,0,0,0,0,0,31,0,2,44232,0,22727,0,0,0
7,low,240,4,4,0.5,relocated_late,220,620,58,288,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,2331936619,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,155,54,31,0,0,1,1,0,0,0,904,1923,43,0,0,89,90,0.0223,0.018,0.146,0.259,12,1.62,5,51,0.618,212,0,26,58.2,0.27,183,0,183,913,0,22.875,0,0,0,209,0,0,0,0,31,0,92,70,0,43,0,0,0,0,0,31,0,0,30850,0,27385,0,0,0
7,low,240,4,4,0.5,relocated_total,220,620,99,505,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,2331936619,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,155,54,31,0,0,1,1,0,0,0,904,1923,43,0,0,89,90,0.0223,0.018,0.146,0.259,12,1.62,5,51,0.618,212,0,26,58.2,0.27,183,0,183,913,0,22.875,0,0,0,209,0,0,0,0,31,0,92,70,0,43,0,0,0,0,0,31,0,0,30850,0,27385,0,0,0
8,low,240,4,4,0.5,initial_food,960,180,97,494,4,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,2708497204,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,0,0,0,0,0,499,1947,44,0,0,90,91,0.0283,0.018,0.31,0.523,16,2.31,10,51,0.607,161,0,25.9,59.2,0.24,97,0,97,494,0,24.25,0,0,0,217,0,0,0,0,23,0,37,130,0,44,0,0,0,0,0,23,0,0,34171,0,21414,0,0,0
8,low,240,4,4,0.5,relocated_early,220,620,30,162,4.5,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,2631232854,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,1,0,0,1,0,0,0,657,1942,15,0,0,91,91,0.0276,0.018,0.27,0.329,15,1.79,7,28,0.449,174,0,25.9,59,0.25,127,0,127,656,0,28.222,0,0,0,217,0,0,0,0,23,0,70,130,0,15,0,0,0,0,0,23,0,2,25717,0,22248,0,0,0
8,low,240,4,4,0.5,relocated_late,220,620,124,610,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,509404455,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,1,1,0,0,0,1255,1921,41,0,0,91,91,0.0254,0.018,0.229,0.384,15,1.82,9,52,0.557,183,0,26,58.2,0.27,251,0,251,1266,0,31.375,0,0,0,217,0,0,0,0,23,0,76,93,0,41,0,0,0,0,0,23,0,0,28306,0,25803,0,0,0
8,low,240,4,4,0.5,relocated_total,220,620,154,772,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,509404455,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,1,1,0,0,0,1255,1921,41,0,0,91,91,0.0254,0.018,0.229,0.384,15,1.82,9,52,0.557,183,0,26,58.2,0.27,251,0,251,1266,0,31.375,0,0,0,217,0,0,0,0,23,0,76,93,0,41,0,0,0,0,0,23,0,0,28306,0,25803,0,0,0
1,medium,240,4,4,0.5,initial_food,960,180,19,99,4,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,3427296214,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,157,47,36,0,0,0,0,0,0,0,114,1958,35,0,0,85,89,0.0558,0.055,0.023,0.039,6,1.34,0,40,0.502,0,0,25.9,59.2,0.24,19,0,19,99,0,4.75,0,0,0,201,3,0,0,0,36,0,110,58,0,35,0,0,0,0,0,36,0,0,47389,0,29529,0,0,0
1,medium,240,4,4,0.5,relocated_early,220,620,5,20,4.5,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,4184402493,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,157,47,36,1,0,0,1,0,0,0,128,1951,38,0,0,85,89,0.0583,0.055,0.056,0.047,7,1.33,2,40,0.522,0,3,25.9,59,0.25,24,0,24,119,0,5.333,0,0,0,201,3,0,0,0,36,0,87,77,0,38,0,0,0,0,0,36,0,0,53733,0,28277,0,0,0
1,medium,240,4,4,0.5,relocated_late,220,620,21,112,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,1761665808,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,157,47,36,0,0,1,1,0,0,0,198,1917,49,0,0,87,91,0.0592,0.055,0.072,0.085,6,1.47,0,51,0.532,0,10,26,58.2,0.27,45,0,45,231,0,5.625,0,0,0,202,2,0,0,0,36,0,110,43,0,49,0,0,0,0,0,36,0,0,38818,0,23474,0,0,0
1,medium,240,4,4,0.5,relocated_total,220,620,26,132,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,1761665808,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,157,47,36,0,0,1,1,0,0,0,198,1917,49,0,0,87,91,0.0592,0.055,0.072,0.085,6,1.47,0,51,0.532,0,10,26,58.2,0.27,45,0,45,231,0,5.625,0,0,0,202,2,0,0,0,36,0,110,43,0,49,0,0,0,0,0,36,0,0,38818,0,23474,0,0,0
2,medium,240,4,4,0.5,initial_food,960,180,12,61,4,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,3962000890,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,152,51,37,0,0,0,0,0,0,0,73,1960,39,0,0,85,89,0.056,0.055,0.026,0.04,6,1.33,0,39,0.533,0,0,25.9,59.2,0.24,12,0,12,61,0,3,0,0,0,187,16,0,0,0,37,0,96,66,0,39,0,0,0,0,0,37,0,0,52818,0,28405,0,0,0
2,medium,240,4,4,0.5,relocated_early,220,620,7,33,4.5,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,2458501551,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,152,51,37,1,0,0,1,0,0,0,101,1954,34,0,0,86,89,0.059,0.055,0.064,0.052,6,1.33,0,34,0.533,0,2,25.9,59,0.25,19,0,19,94,0,4.222,0,0,0,188,15,0,0,0,37,0,91,78,0,34,0,0,0,0,0,37,0,0,56111,0,27595,0,0,0
2,medium,240,4,4,0.5,relocated_late,220,620,23,122,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,332428568,lasius,1.4,241,120,100,80,10,26,58,45,25,95,0,12,241,1,152,51,38,0,0,0,0,0,0,0,187,1919,42,0,0,87,91,0.0594,0.0549,0.074,0.106,7,1.52,2,42,0.534,1,10,26,58.2,0.27,42,0,42,216,0,5.25,0,0,0,194,9,0,0,0,38,0,91,69,0,42,0,0,0,0,0,38,0,0,49100,0,24865,0,0,0
2,medium,240,4,4,0.5,relocated_total,220,620,30,155,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,332428568,lasius,1.4,241,120,100,80,10,26,58,45,25,95,0,12,241,1,152,51,38,0,0,0,0,0,0,0,187,1919,42,0,0,87,91,0.0594,0.0549,0.074,0.106,7,1.52,2,42,0.534,1,10,26,58.2,0.27,42,0,42,216,0,5.25,0,0,0,194,9,0,0,0,38,0,91,69,0,42,0,0,0,0,0,38,0,0,49100,0,24865,0,0,0
3,medium,240,4,4,0.5,initial_food,960,180,14,74,4,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,344222963,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,167,44,29,0,0,0,0,0,0,0,80,1949,44,0,0,86,90,0.0574,0.055,0.046,0.088,6,1.44,0,44,0.533,0,3,25.9,59.2,0.24,14,0,14,74,0,3.5,0,0,0,191,20,0,0,0,29,0,108,58,0,44,0,0,0,0,0,29,0,0,45486,0,27006,0,0,0
3,medium,240,4,4,0.5,relocated_early,220,620,11,60,4.5,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,3416034078,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,167,44,29,1,0,0,1,0,0,0,134,1943,39,0,0,87,90,0.0609,0.055,0.09,0.102,6,1.45,0,39,0.533,0,12,25.9,59,0.24,25,0,25,134,0,5.556,0,0,0,197,14,0,0,0,29,0,110,61,0,39,0,0,0,0,0,29,0,0,44602,0,26211,0,0,0
3,medium,240,4,4,0.5,relocated_late,220,620,24,134,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,3727259795,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,167,44,29,0,0,1,1,0,0,0,230,1912,61,0,0,88,92,0.0605,0.055,0.093,0.154,7,1.61,2,62,0.534,0,20,26,58.2,0.27,49,0,49,268,0,6.125,0,0,0,206,5,0,0,0,29,0,107,39,0,61,0,0,0,0,0,29,0,0,44694,0,22474,0,0,0
3,medium,240,4,4,0.5,relocated_total,220,620,35,194,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,3727259795,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,167,44,29,0,0,1,1,0,0,0,230,1912,61,0,0,88,92,0.0605,0.055,0.093,0.154,7,1.61,2,62,0.534,0,20,26,58.2,0.27,49,0,49,268,0,6.125,0,0,0,206,5,0,0,0,29,0,107,39,0,61,0,0,0,0,0,29,0,0,44694,0,22474,0,0,0
4,medium,240,4,4,0.5,initial_food,960,180,29,145,4,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,1625389905,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,49,28,0,0,0,0,0,0,0,152,1952,55,0,0,88,91,0.0584,0.055,0.063,0.111,8,1.57,1,58,0.52,0,2,25.9,59.2,0.24,29,0,29,145,0,7.25,0,0,0,203,9,0,0,0,28,0,102,52,0,55,0,0,0,0,0,28,0,0,51412,0,25760,0,0,0
4,medium,240,4,4,0.5,relocated_early,220,620,8,42,4.5,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,3343621119,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,49,28,1,0,0,1,0,0,0,188,1947,52,0,0,88,91,0.0639,0.055,0.134,0.146,9,1.58,2,56,0.523,0,45,25.9,59,0.25,37,0,37,187,0,8.222,0,0,0,205,7,0,0,0,28,0,99,52,0,52,0,0,0,0,0,28,1,0,48533,0,23950,0,0,0
4,medium,240,4,4,0.5,relocated_late,220,620,26,120,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,148091959,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,49,28,0,0,1,1,0,0,0,272,1920,58,0,0,89,92,0.0622,0.055,0.114,0.128,7,1.6,1,59,0.524,0,29,26,58.2,0.27,63,0,63,307,0,7.875,0,0,0,206,6,0,0,0,28,0,111,43,0,58,0,0,0,0,0,28,0,0,42963,0,23392,0,0,0
4,medium,240,4,4,0.5,relocated_total,220,620,34,162,8,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,148091959,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,49,28,0,0,1,1,0,0,0,272,1920,58,0,0,89,92,0.0622,0.055,0.114,0.128,7,1.6,1,59,0.524,0,29,26,58.2,0.27,63,0,63,307,0,7.875,0,0,0,206,6,0,0,0,28,0,111,43,0,58,0,0,0,0,0,28,0,0,42963,0,23392,0,0,0
5,medium,240,4,4,0.5,initial_food,960,180,21,110,4,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,2604416552,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,158,51,31,0,0,0,0,0,0,0,117,1951,47,0,0,87,90,0.0588,0.055,0.066,0.122,9,1.54,2,47,0.533,0,10,25.9,59.2,0.24,21,0,21,110,0,5.25,0,0,0,202,7,0,0,0,31,0,117,41,0,47,0,0,0,0,0,31,0,0,50343,0,26656,0,0,0
5,medium,240,4,4,0.5,relocated_early,220,620,3,10,4.5,0.5-adaptive-stochasticity,provisional_behavioral_units,20,60,38,3.6,86400,3608931032,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,158,51,31,1,0,0,1,0,0,0,121,1945,53,0,0,87,90,0.0608,0.055,0.094,0.088,6,1.4,0,53,0.534,0,16,25.9,59,0.25,24,0,24,120,0,5.333,0,0,0,202,7,0,0,0,31,0,100,55,0,53,0,0,0,0,0,31,0,0,49343,0,25387,0,0,0
