seed,profile,ants_requested,pre_days,post_days,phase,food_x,food_y,phase_food_trips,phase_food_collected,day,model_version,calibration_status,px_per_cm,arena_width_cm,arena_height_cm,nest_radius_cm,sim_day_seconds,random_state,species,speed,ant_count_target,pheromone_strength,diffusion_rate,evaporation_rate,sense_threshold,temperature,humidity,resource_pressure,threat_pressure,hunger_pressure,brood_demand,soldier_ratio,ants,queens,role_worker,role_nurse,role_soldier,eggs,larvae,pupae,brood_total,dead,nest_corpses,disposed_corpses,food_store,water_store,carrying_food,carrying_water,carrying_corpse,avg_energy,avg_hydration,avg_turn_noise,low_noise_ants,high_noise_ants,brood_temp,brood_humidity,brood_stress,food_trips,water_trips,foraging_trips,food_collected,water_collected,food_trip_rate,water_trip_rate,corpse_moves,corpse_move_rate,task_explore,task_food,task_water,task_brood,task_corpse,task_patrol,task_defense,state_exploring,state_following_food_trail,state_following_water_trail,state_carrying_food,state_carrying_water,state_brood_care,state_corpse_cleanup,state_carrying_corpse,state_returning_to_recover,state_patrolling,food_pheromone,water_pheromone,nest_pheromone,alarm_pheromone,death_pheromone,avoid_pheromone
3,diverse,240,4,4,initial_food,250,180,69,348,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,45916370,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,0,0,0,0,0,359,1957,31,0,0,89,90,0.0604,72,72,25.9,59.2,0.24,69,0,69,348,0,17.25,0,0,0,216,1,0,0,0,23,0,41,141,0,31,0,0,0,0,0,23,54684,0,27641,0,0,0
3,diverse,240,4,4,relocated_food,960,600,176,878,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1966549563,lasius,1.4,241,120,100,80,10,26,58,45,25,95,0,12,241,1,164,54,23,0,0,0,0,0,0,0,1220,1927,76,0,0,91,90,0.0604,72,72,26,58.2,0.27,245,0,245,1226,0,30.625,0,0,0,218,0,0,0,0,23,0,70,55,0,76,0,0,0,0,0,23,46449,0,25916,0,0,0
4,diverse,240,4,4,initial_food,250,180,104,527,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3960680592,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,158,54,28,0,0,0,0,0,0,0,543,1960,31,0,0,88,90,0.0604,72,72,25.9,59.2,0.24,104,0,104,527,0,26,0,0,0,212,0,0,0,0,28,0,49,119,0,31,0,0,0,0,0,28,54567,0,27359,0,0,0
4,diverse,240,4,4,relocated_food,960,600,278,1377,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1784658113,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,158,54,28,0,0,1,1,0,0,0,1900,1926,92,0,0,93,91,0.0604,72,72,26,58.2,0.27,382,0,382,1904,0,47.75,0,0,0,212,0,0,0,0,28,0,45,59,0,92,0,0,0,0,0,28,47178,0,22797,0,0,0
5,diverse,240,4,4,initial_food,250,180,72,356,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2955777991,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,161,47,32,0,0,0,0,0,0,0,371,1955,58,0,0,88,89,0.0604,72,72,25.9,59.2,0.24,72,0,72,356,0,18,0,0,0,205,3,0,0,0,32,0,25,115,0,58,0,0,0,0,0,32,76346,0,23497,0,0,0
5,diverse,240,4,4,relocated_food,960,600,323,1583,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,402639059,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,161,47,32,0,1,0,1,0,0,0,1938,1925,82,0,0,93,90,0.0604,72,72,26,58.2,0.27,395,0,395,1939,0,49.375,0,0,0,208,0,0,0,0,32,0,61,54,0,82,0,0,0,0,0,32,42433,0,24132,0,0,0
6,diverse,240,4,4,initial_food,250,180,53,265,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1898298426,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,152,60,28,0,0,0,0,0,0,0,280,1958,61,0,0,88,89,0.0604,72,72,25.9,59.2,0.24,53,0,53,265,0,13.25,0,0,0,201,11,0,0,0,28,0,40,96,0,61,0,0,0,0,0,28,68409,0,25748,0,0,0
6,diverse,240,4,4,relocated_food,960,600,199,1006,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,819549087,lasius,1.4,241,120,100,80,10,26,58,45,25,95,0,12,241,1,153,60,28,0,0,0,0,0,0,0,1266,1919,65,0,0,92,91,0.0605,72,73,26,58.2,0.27,252,0,252,1271,0,31.5,0,0,0,213,0,0,0,0,28,0,55,75,0,65,0,0,0,0,0,28,39663,0,26593,0,0,0
7,diverse,240,4,4,initial_food,250,180,53,273,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3845514089,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,166,45,29,0,0,0,0,0,0,0,290,1959,92,0,0,86,88,0.0604,72,72,25.9,59.2,0.24,53,0,53,273,0,13.25,0,0,0,206,5,0,0,0,29,0,13,93,0,92,0,0,0,0,0,29,110973,0,21347,0,0,0
7,diverse,240,4,4,relocated_food,960,600,121,622,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2887845955,lasius,1.4,241,120,100,80,10,26,58,45,25,95,0,12,241,1,167,45,29,0,0,0,0,0,0,0,886,1914,44,0,0,90,91,0.0604,72,72,26,58.2,0.27,174,0,174,895,0,21.75,0,0,0,212,0,0,0,0,29,0,69,85,0,44,0,0,0,0,0,29,37958,0,29147,0,0,0
8,diverse,240,4,4,initial_food,250,180,58,292,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3043504467,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,153,61,26,0,0,0,0,0,0,0,305,1958,59,0,0,88,90,0.0604,72,72,25.9,59.2,0.24,58,0,58,292,0,14.5,0,0,0,212,2,0,0,0,26,0,40,103,0,59,0,0,0,0,0,26,57347,0,24624,0,0,0
8,diverse,240,4,4,relocated_food,960,600,249,1247,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2655716885,lasius,1.4,241,120,100,80,10,26,58,45,25,95,0,12,241,1,154,61,26,0,0,0,0,0,0,0,1531,1922,66,0,0,92,91,0.0605,72,72,26,58.2,0.27,307,0,307,1539,0,38.375,0,0,0,215,0,0,0,0,26,0,30,107,0,66,0,0,0,0,0,26,57828,0,24061,0,0,0
